kind,semantic_id,path,bytes,mtime_ns,dataset,condition,d,J
pathmnist_resnext,resnext29_8x64d__pathmnist_split_03__seed0__d5.0,runs/medmnist_sweep/cells/resnext29_8x64d__pathmnist_split_03__seed0__d5.0_common.npz,270195,1786705726194170877,pathmnist,d5,5.0,5
pathmnist_resnext,resnext29_8x64d__pathmnist_split_03__seed1__d0.5,runs/medmnist_sweep/cells/resnext29_8x64d__pathmnist_split_03__seed1__d0.5_common.npz,272389,1786722382180974395,pathmnist,d0.5,0.5,5
pathmnist_resnext,resnext29_8x64d__pathmnist_split_03__seed1__d5.0,runs/medmnist_sweep/cells/resnext29_8x64d__pathmnist_split_03__seed1__d5.0_common.npz,272561,1786723247532599407,pathmnist,d5,5.0,5
pathmnist_resnext,resnext29_8x64d__pathmnist_split_03__seed2__d0.5,runs/medmnist_sweep/cells/resnext29_8x64d__pathmnist_split_03__seed2__d0.5_common.npz,280271,1786737348784407695,pathmnist,d0.5,0.5,5
pathmnist_resnext,resnext29_8x64d__pathmnist_split_03__seed2__d5.0,runs/medmnist_sweep/cells/resnext29_8x64d__pathmnist_split_03__seed2__d5.0_common.npz,272025,1786738225616291504,pathmnist,d5,5.0,5
pathmnist_resnext,resnext29_8x64d__pathmnist_split_03__seed3__d0.5,runs/medmnist_sweep/cells/resnext29_8x64d__pathmnist_split_03__seed3__d0.5_common.npz,276904,1786752313286954527,pathmnist,d0.5,0.5,5
pathmnist_resnext,resnext29_8x64d__pathmnist_split_03__seed3__d5.0,runs/medmnist_sweep/cells/resnext29_8x64d__pathmnist_split_03__seed3__d5.0_common.npz,276942,1786753195523747169,pathmnist,d5,5.0,5
pathmnist_resnext,resnext29_8x64d__pathmnist_split_03__seed4__d0.5,runs/medmnist_sweep/cells/resnext29_8x64d__pathmnist_split_03__seed4__d0.5_common.npz,277268,1786767270281024075,pathmnist,d0.5,0.5,5
pathmnist_resnext,resnext29_8x64d__pathmnist_split_03__seed4__d5.0,runs/medmnist_sweep/cells/resnext29_8x64d__pathmnist_split_03__seed4__d5.0_common.npz,271525,1786768168047787156,pathmnist,d5,5.0,5
pathmnist_resnext,resnext29_8x64d__pathmnist_split_04__seed0__d0.5,runs/medmnist_sweep/cells/resnext29_8x64d__pathmnist_split_04__seed0__d0.5_common.npz,285570,1786780212522475025,pathmnist,d0.5,0.5,5
pathmnist_resnext,resnext29_8x64d__pathmnist_split_04__seed0__d5.0,runs/medmnist_sweep/cells/resnext29_8x64d__pathmnist_split_04__seed0__d5.0_common.npz,278885,1786781133686565479,pathmnist,d5,5.0,5
pathmnist_resnext,resnext29_8x64d__pathmnist_split_04__seed1__d0.5,runs/medmnist_sweep/cells/resnext29_8x64d__pathmnist_split_04__seed1__d0.5_common.npz,286927,1786793165235230448,pathmnist,d0.5,0.5,5
pathmnist_resnext,resnext29_8x64d__pathmnist_split_04__seed1__d5.0,runs/medmnist_sweep/cells/resnext29_8x64d__pathmnist_split_04__seed1__d5.0_common.npz,274787,1786794093072597592,pathmnist,d5,5.0,5
pathmnist_resnext,resnext29_8x64d__pathmnist_split_04__seed2__d0.5,runs/medmnist_sweep/cells/resnext29_8x64d__pathmnist_split_04__seed2__d0.5_common.npz,278218,1786865538962755640,pathmnist,d0.5,0.5,5
pathmnist_resnext,resnext29_8x64d__pathmnist_split_04__seed2__d5.0,runs/medmnist_sweep/cells/resnext29_8x64d__pathmnist_split_04__seed2__d5.0_common.npz,276890,1786865373539189374,pathmnist,d5,5.0,5
pathmnist_resnext,resnext29_8x64d__pathmnist_split_04__seed3__d0.5,runs/medmnist_sweep/cells/resnext29_8x64d__pathmnist_split_04__seed3__d0.5_common.npz,281212,1786878147748703376,pathmnist,d0.5,0.5,5
pathmnist_resnext,resnext29_8x64d__pathmnist_split_04__seed3__d5.0,runs/medmnist_sweep/cells/resnext29_8x64d__pathmnist_split_04__seed3__d5.0_common.npz,274180,1786878476560747906,pathmnist,d5,5.0,5
pathmnist_resnext,resnext29_8x64d__pathmnist_split_04__seed4__d0.5,runs/medmnist_sweep/cells/resnext29_8x64d__pathmnist_split_04__seed4__d0.5_common.npz,286627,1786890915492723424,pathmnist,d0.5,0.5,5
pathmnist_resnext,resnext29_8x64d__pathmnist_split_04__seed4__d5.0,runs/medmnist_sweep/cells/resnext29_8x64d__pathmnist_split_04__seed4__d5.0_common.npz,276497,1786891430675845947,pathmnist,d5,5.0,5
