semantic_id,dataset,condition,split,repetition,frozen_primary_audit_seed,seed_source,embedded_artifact_audit_seed,rng_contract
officehome_convnext_full__split08__seed0,officehome,full,8,0,425136103,confirmatory_400r_matrix.seed_primary_audit_draw,1651349127,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
officehome_convnext_full__split08__seed1,officehome,full,8,1,3662435962,confirmatory_400r_matrix.seed_primary_audit_draw,3296495320,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
officehome_convnext_full__split08__seed2,officehome,full,8,2,865285661,confirmatory_400r_matrix.seed_primary_audit_draw,733435410,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
officehome_convnext_full__split08__seed3,officehome,full,8,3,3217033101,confirmatory_400r_matrix.seed_primary_audit_draw,5460826,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
officehome_convnext_full__split08__seed4,officehome,full,8,4,3739366003,confirmatory_400r_matrix.seed_primary_audit_draw,4239376100,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
officehome_convnext_full__split09__seed0,officehome,full,9,0,846824762,confirmatory_400r_matrix.seed_primary_audit_draw,838880351,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
officehome_convnext_full__split09__seed1,officehome,full,9,1,512349093,confirmatory_400r_matrix.seed_primary_audit_draw,3551282735,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
officehome_convnext_full__split09__seed2,officehome,full,9,2,1124332596,confirmatory_400r_matrix.seed_primary_audit_draw,4179373598,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
officehome_convnext_full__split09__seed3,officehome,full,9,3,3001826484,confirmatory_400r_matrix.seed_primary_audit_draw,1075509715,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
officehome_convnext_full__split09__seed4,officehome,full,9,4,1190378951,confirmatory_400r_matrix.seed_primary_audit_draw,1746911265,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
resnext29_8x64d__pathmnist_split_00__seed0__d0.5,pathmnist,d0.5,0,0,2484088958,medmnist_matrix.seed_audit,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
resnext29_8x64d__pathmnist_split_00__seed0__d5.0,pathmnist,d5,0,0,2484088958,medmnist_matrix.seed_audit,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
resnext29_8x64d__pathmnist_split_00__seed1__d0.5,pathmnist,d0.5,0,1,2768101551,medmnist_matrix.seed_audit,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
resnext29_8x64d__pathmnist_split_00__seed1__d5.0,pathmnist,d5,0,1,2768101551,medmnist_matrix.seed_audit,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
resnext29_8x64d__pathmnist_split_00__seed2__d0.5,pathmnist,d0.5,0,2,2142740914,medmnist_matrix.seed_audit,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
resnext29_8x64d__pathmnist_split_00__seed2__d5.0,pathmnist,d5,0,2,2142740914,medmnist_matrix.seed_audit,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
resnext29_8x64d__pathmnist_split_00__seed3__d0.5,pathmnist,d0.5,0,3,945972719,medmnist_matrix.seed_audit,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
resnext29_8x64d__pathmnist_split_00__seed3__d5.0,pathmnist,d5,0,3,945972719,medmnist_matrix.seed_audit,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
resnext29_8x64d__pathmnist_split_00__seed4__d0.5,pathmnist,d0.5,0,4,3810116117,medmnist_matrix.seed_audit,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
resnext29_8x64d__pathmnist_split_00__seed4__d5.0,pathmnist,d5,0,4,3810116117,medmnist_matrix.seed_audit,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
resnext29_8x64d__pathmnist_split_01__seed0__d0.5,pathmnist,d0.5,1,0,4290835322,medmnist_matrix.seed_audit,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
resnext29_8x64d__pathmnist_split_01__seed0__d5.0,pathmnist,d5,1,0,4290835322,medmnist_matrix.seed_audit,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
resnext29_8x64d__pathmnist_split_01__seed1__d0.5,pathmnist,d0.5,1,1,655850078,medmnist_matrix.seed_audit,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
resnext29_8x64d__pathmnist_split_01__seed1__d5.0,pathmnist,d5,1,1,655850078,medmnist_matrix.seed_audit,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
resnext29_8x64d__pathmnist_split_01__seed2__d0.5,pathmnist,d0.5,1,2,2801215998,medmnist_matrix.seed_audit,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
resnext29_8x64d__pathmnist_split_01__seed2__d5.0,pathmnist,d5,1,2,2801215998,medmnist_matrix.seed_audit,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
resnext29_8x64d__pathmnist_split_01__seed3__d0.5,pathmnist,d0.5,1,3,1683939277,medmnist_matrix.seed_audit,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
resnext29_8x64d__pathmnist_split_01__seed3__d5.0,pathmnist,d5,1,3,1683939277,medmnist_matrix.seed_audit,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
resnext29_8x64d__pathmnist_split_01__seed4__d0.5,pathmnist,d0.5,1,4,100508156,medmnist_matrix.seed_audit,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
resnext29_8x64d__pathmnist_split_01__seed4__d5.0,pathmnist,d5,1,4,100508156,medmnist_matrix.seed_audit,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
resnext29_8x64d__pathmnist_split_02__seed0__d0.5,pathmnist,d0.5,2,0,2669206826,medmnist_matrix.seed_audit,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
resnext29_8x64d__pathmnist_split_02__seed0__d5.0,pathmnist,d5,2,0,2669206826,medmnist_matrix.seed_audit,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
resnext29_8x64d__pathmnist_split_02__seed1__d0.5,pathmnist,d0.5,2,1,2311352029,medmnist_matrix.seed_audit,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
resnext29_8x64d__pathmnist_split_02__seed1__d5.0,pathmnist,d5,2,1,2311352029,medmnist_matrix.seed_audit,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
resnext29_8x64d__pathmnist_split_02__seed2__d0.5,pathmnist,d0.5,2,2,656626838,medmnist_matrix.seed_audit,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
resnext29_8x64d__pathmnist_split_02__seed2__d5.0,pathmnist,d5,2,2,656626838,medmnist_matrix.seed_audit,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
resnext29_8x64d__pathmnist_split_02__seed3__d0.5,pathmnist,d0.5,2,3,3383659105,medmnist_matrix.seed_audit,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
resnext29_8x64d__pathmnist_split_02__seed3__d5.0,pathmnist,d5,2,3,3383659105,medmnist_matrix.seed_audit,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
resnext29_8x64d__pathmnist_split_02__seed4__d0.5,pathmnist,d0.5,2,4,1275466860,medmnist_matrix.seed_audit,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
resnext29_8x64d__pathmnist_split_02__seed4__d5.0,pathmnist,d5,2,4,1275466860,medmnist_matrix.seed_audit,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
resnext29_8x64d__pathmnist_split_03__seed0__d0.5,pathmnist,d0.5,3,0,1530394048,medmnist_matrix.seed_audit,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
resnext29_8x64d__pathmnist_split_03__seed0__d5.0,pathmnist,d5,3,0,1530394048,medmnist_matrix.seed_audit,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
resnext29_8x64d__pathmnist_split_03__seed1__d0.5,pathmnist,d0.5,3,1,3839492268,medmnist_matrix.seed_audit,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
resnext29_8x64d__pathmnist_split_03__seed1__d5.0,pathmnist,d5,3,1,3839492268,medmnist_matrix.seed_audit,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
resnext29_8x64d__pathmnist_split_03__seed2__d0.5,pathmnist,d0.5,3,2,3004640920,medmnist_matrix.seed_audit,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
resnext29_8x64d__pathmnist_split_03__seed2__d5.0,pathmnist,d5,3,2,3004640920,medmnist_matrix.seed_audit,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
resnext29_8x64d__pathmnist_split_03__seed3__d0.5,pathmnist,d0.5,3,3,357190719,medmnist_matrix.seed_audit,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
resnext29_8x64d__pathmnist_split_03__seed3__d5.0,pathmnist,d5,3,3,357190719,medmnist_matrix.seed_audit,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
resnext29_8x64d__pathmnist_split_03__seed4__d0.5,pathmnist,d0.5,3,4,878125442,medmnist_matrix.seed_audit,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
resnext29_8x64d__pathmnist_split_03__seed4__d5.0,pathmnist,d5,3,4,878125442,medmnist_matrix.seed_audit,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
resnext29_8x64d__pathmnist_split_04__seed0__d0.5,pathmnist,d0.5,4,0,360097983,medmnist_matrix.seed_audit,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
resnext29_8x64d__pathmnist_split_04__seed0__d5.0,pathmnist,d5,4,0,360097983,medmnist_matrix.seed_audit,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
resnext29_8x64d__pathmnist_split_04__seed1__d0.5,pathmnist,d0.5,4,1,3784705390,medmnist_matrix.seed_audit,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
resnext29_8x64d__pathmnist_split_04__seed1__d5.0,pathmnist,d5,4,1,3784705390,medmnist_matrix.seed_audit,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
resnext29_8x64d__pathmnist_split_04__seed2__d0.5,pathmnist,d0.5,4,2,484654580,medmnist_matrix.seed_audit,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
resnext29_8x64d__pathmnist_split_04__seed2__d5.0,pathmnist,d5,4,2,484654580,medmnist_matrix.seed_audit,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
resnext29_8x64d__pathmnist_split_04__seed3__d0.5,pathmnist,d0.5,4,3,3919227590,medmnist_matrix.seed_audit,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
resnext29_8x64d__pathmnist_split_04__seed3__d5.0,pathmnist,d5,4,3,3919227590,medmnist_matrix.seed_audit,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
resnext29_8x64d__pathmnist_split_04__seed4__d0.5,pathmnist,d0.5,4,4,4047685027,medmnist_matrix.seed_audit,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
resnext29_8x64d__pathmnist_split_04__seed4__d5.0,pathmnist,d5,4,4,4047685027,medmnist_matrix.seed_audit,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
